| polra_number|pol_first_name  |pol_middle_name |pol_last_name   |pol_abbrv   |pol_junior|polra_party|ra_number  |pol_nat_id |polra_in_order|pol_number |st_postal|
|8086|||Yes |Yes |  |Yes|   4124|  2| 1|   4005|AZ   |
|8092|||Yes |Yes |  |Yes|   4127|  2| 1|   4005|AZ   |
|8085|||No  |No  |  |No |   4123|  3| 2|   4007|AZ   |
|8087|||No  |No  |  |No |   4124|  3| 2|   4007|AZ   |
|8093|||No  |No  |  |No |   4127|  3| 2|   4007|AZ   |
|7737|Trent   ||Franks  |Franks  |  |GOP|   3006|   1121| 2|   4042|AZ   |
|7738|John||Shadegg |Shadegg |  |GOP|   3008|   1122| 2|   4044|AZ   |
|5791|Bob ||Barr|Barr|  |Lib|  0|  11527| 2|   4063|AK   |
|5792|Chuck   ||Baldwin |Baldwin |  |AKI|  0|  59208| 1|   4065|AK   |
|7865|Harry   ||Mitchell|Mitchell|  |Dem|   3012|  52516| 1|   4145|AZ   |
|7848|Raul||Grijalva|Grijalva|  |Dem|   3920|   1131| 1|   4343|AZ   |
|7793|Jeff||Flake   |Flake   |  |GOP|   3544|   1129| 2|   4467|AZ   |
|7874|Tim ||Bee |Bee |  |GOP|   3924|   4583| 2|   4484|AZ   |
|7873|Gabrielle   ||Giffords|Giffords|  |Dem|   3924|  52527| 1|   4552|AZ   |
|8104|Powell  ||Gammill |Gammill |  |Lib|   3006|  51356| 4|   4882|AZ   |
|7864|Don ||Karg|Karg|  |GOP|   3010|   5051| 2|   4886|AZ   |
|8041|Joseph  ||Sweeney |Sweeney |  |GOP|   3920|   5474| 2|   4895|AZ   |
|  73|Ann ||Kirkpatrick |Krkptrck|  |Dem|   3004|  59526| 1|   4937|AZ   |
| 140|Dan ||Lungren |Lungren |  |GOP|   5693|   7721| 2|   5026|CA   |
| 257|Brad||Sherman |Sherman |  |Dem|   5717| 84| 1|   5036|CA   |
|8040|David   ||Schweikert  |Schwekrt|  |GOP|   3012|   5397| 2|   5039|AZ   |
|8108|Warren  ||Severin |Severin |  |Lib|   3012|   1128| 3|   5048|AZ   |
| 403|Wally   ||Herger  |Herger  |  |GOP|   5692|  5| 2|   5052|CA   |
| 159|Nancy   ||Pelosi  |Pelosi  |  |Dem|   5698| 24| 1|   5060|CA   |
|  78|George  ||Miller  |Miller  |  |Dem|   5697| 21| 1|   5064|CA   |
| 421|Fortney Pete||Stark   |Stark   |  |Dem|   5703| 38| 1|   5068|CA   |
|7872|John||Thrasher|Thrasher|  |Dem|   3006|  51674| 1|   5074|AZ   |
|  79|Elton   ||Gallegly|Gallegly|  |GOP|   5714| 76| 2|   5097|CA   |
| 120|Henry   ||Waxman  |Waxman  |  |Dem|   5720| 92| 1|   5106|CA   |
|  63|Howard  ||Berman  |Berman  |  |Dem|   5718| 86| 1|   5112|CA   |
|  65|Maxine  ||Waters  |Waters  |  |Dem|   5725|104| 1|   5122|CA   |
| 165|David   ||Dreier  |Dreier  |  |GOP|   5716| 82| 2|   5133|CA   |
| 253|Jerry   ||Lewis   |Lewis   |  |GOP|   5731|123| 2|   5138|CA   |
|  12|Dana||Rohrabacher |Rhrbchr |  |GOP|   5736|138| 2|   5157|CA   |
| 531|Duncan D.   ||Hunter  |Hunter  |Jr.   |GOP|   7296|  59681| 2|   5166|CA   |
| 212|Mike||Thompson|Thompsn |  |Dem|   6478|   1115| 1|   5170|CA   |
| 329|Diane   ||Watson  |Watson  |  |Dem|   5723| 99| 1|   5203|CA   |
| 188|Ed  ||Royce   |Royce   |  |GOP|   5730|   1215| 2|   5208|CA   |
|8107|Joe ||Cobb|Cobb|  |Lib|   3010|  57149| 4|   5209|AZ   |
|  20|Sydney  ||Hay |Hay |  |GOP|   3004|   4948| 2|   5244|AZ   |
|7863|Bob ||Lord|Lord|  |Dem|   3008|  59500| 1|   5245|AZ   |
|8105|Michael ||Shoen   |Shoen   |  |Lib|   3008|  59897| 3|   5246|AZ   |
|7870|Rebecca ||Schneider   |Schneidr|  |Dem|   3544|  59537| 1|   5249|AZ   |
| 429|Barbara ||Lee |Lee |  |Dem|   5699| 28| 1|   5250|CA   |
| 107|Sam ||Farr|Farr|  |Dem|   5707| 52| 1|   5286|CA   |
| 146|Jim ||Costa   |Costa   |  |Dem|   5710|   6818| 1|   5290|CA   |
| 395|Tom ||McClintock  |McClntc |  |GOP|   5694|  52499| 2|   5301|CA   |
|8074|Barack  ||Obama   |Obama   |  |Dem|  0|   1918| 1|   5313|AZ   |
|8103|William ||Crum|Crum|  |Grn|   3006|  59892| 3|   5317|AZ   |
|8109|Rick||Biondi  |Biondi  |  |Lib|   3544|  59894| 3|   5321|AZ   |
|8096|Cynthia ||McKinney|McKinny |  |Grn|  0|  12619| 4|   5342|AZ   |
|8098|Bob ||Barr|Barr|  |Lib|  0|  11527| 3|   5343|AZ   |
|8099|Ralph   ||Nader   |Nader   |  |NPD|  0|   3850| 5|   5344|AZ   |
|8101|Brent   ||Maupin  |Maupin  |  |NPD|   3004|  59683| 3|   5345|AZ   |
|8102|Thane   ||Eichenauer  |Eichenar|  |Lib|   3004|  59891| 4|   5346|AZ   |
|8106|Rebecca ||DeWitt  |DeWitt  |  |Grn|   3010|  59893| 3|   5347|AZ   |
|8110|Raymond ||Petrulsky   |Petrlsky|  |Lib|   3920|  59895| 3|   5348|AZ   |
|8111|Paul||Davis   |Davis   |  |Lib|   3924|  59896| 3|   5349|AZ   |
| 125|Lucille ||Roybal-Allard   |Rybl-Al |  |Dem|   5724|102| 1|   5359|CA   |
|  92|Xavier  ||Becerra |Becerra |  |Dem|   5721| 94| 1|   5365|CA   |
|   16975|||Yes |Yes |  |Yes|   8301|  2| 1|   5540|CA   |
|   16981|||Yes |Yes |  |Yes|   8302|  2| 1|   5540|CA   |
|   16983|||Yes |Yes |  |Yes|   8303|  2| 1|   5540|CA   |
|   16986|||Yes |Yes |  |Yes|   8304|  2| 1|   5540|CA   |
|   16988|||Yes |Yes |  |Yes|   8305|  2| 1|   5540|CA   |
|   16990|||Yes |Yes |  |Yes|   8306|  2| 1|   5540|CA   |
|   16976|||No  |No  |  |No |   8301|  3| 2|   5541|CA   |
|   16982|||No  |No  |  |No |   8302|  3| 2|   5541|CA   |
|   16985|||No  |No  |  |No |   8303|  3| 2|   5541|CA   |
|   16987|||No  |No  |  |No |   8304|  3| 2|   5541|CA   |
|   16989|||No  |No  |  |No |   8305|  3| 2|   5541|CA   |
|   16991|||No  |No  |  |No |   8306|  3| 2|   5541|CA   |
|   10507|Marion  ||Berry   |Berry   |  |Dem|   5104|   1190| 1|   5797|AR   |
|   10510|Mike||Ross|MRoss   |  |Dem|   5107|   1194| 1|   6008|AR   |
| 166|Jane||Harman  |Harman  |  |Dem|   5726|107| 1|   6052|CA   |
| 111|Lynn||Woolsey |Woolsey |  |Dem|   5696| 17| 1|   6101|CA   |
|  54|Anna||Eshoo   |Eshoo   |  |Dem|   5704| 43| 1|   6204|CA   |
|   10935|||Yes |Yes |  |Yes|   7463|  2| 1|   6212|CO   |
|   10937|||Yes |Yes |  |Yes|   7465|  2| 1|   6212|CO   |
|   10939|||Yes |Yes |  |Yes|   7466|  2| 1|   6212|CO   |
| 503|George  ||Radanovich  |Radnvch |  |GOP|   5709|   1209| 1|   6312|CA   |
| 315|Ken ||Calvert |Calvert |  |GOP|   5734|132| 2|   6357|CA   |
|   10719|Diana   ||DeGette |DeGette |  |Dem|   7191|734| 2|   6364|CO   |
|   10739|Mike||Coffman |Coffman |  |GOP|   6618|   8993| 2|   6404|CO   |
| 139|Buck||McKeon  |McKeon  |  |GOP|   5715| 79| 2|   6420|CA   |
|   10672|Doug||Lamborn |Lamborn |  |GOP|   6617|   9174| 2|   6532|CO   |
|   10745|||Yes |Yes |  |Yes|   6395|  2| 1|   6546|AR   |
|   10749|||Yes |Yes |  |Yes|   6397|  2| 1|   6546|AR   |
|   10746|||No  |No  |  |No |   6395|  3| 2|   6547|AR   |
|   10750|||No  |No  |  |No |   6397|  3| 2|   6547|AR   |
| 510|Bob ||Filner  |Filner  |  |Dem|   5743|151| 1|   6553|CA   |
|   10671|Marilyn ||Musgrave|Musgrav |  |GOP|   6616|746| 2|   6579|CO   |
|   10723|Mark||Udall   |Udall   |  |Dem|   7168|   1224| 2|   6654|CO   |
|  69|Hilda   ||Solis   |Solis   |  |Dem|   5722| 96| 1|   6673|CA   |
| 162|Grace   ||Napolitano  |Napolitn|  |Dem|   5728|113| 1|   6678|CA   |
|  41|Joe ||Baca|Baca|  |Dem|   5733|128| 1|   6699|CA   |
|   10506|Mark||Pryor   |Pryor   |  |Dem|   6345|   1188| 1|   6827|AR   |
|  68|Adam||Schiff  |Schiff  |  |Dem|   5719| 89| 1|   7009|CA   |
| 135|Zoe ||Lofgren |Lofgren |  |Dem|   5706| 49| 1|   7141|CA   |
| 420|Lois||Capps   |Capps   |  |Dem|   5713| 72| 1|   7156|CA   |
| 450|Susan   ||Davis   |Davis   |  |Dem|   5744|157| 1|   7332|CA   |
|  77|Ellen   ||Tauscher|Tauscher|  |Dem|   5700| 31| 1|   7435|CA   |
|   10508|Vic ||Snyder  |Snyder  |  |Dem|   5105|   1192| 1|   7446|AR   |
|   10509|John||Boozman |Boozman |  |GOP|   6092|   1620| 1|   7448|AR   |
|   10729|Rebekah ||Kennedy |Kennedy |  |Grn|   6345|  58218| 2|   7485|AR   |
|   10503|John||McCain  |McCain  |  |GOP|  0|   1701| 1|   7501|AR   |
|   10504|Barack  ||Obama   |Obama   |  |Dem|  0|   1918| 2|   7510|AR   |
|   4|Loretta ||Sanchez |Sanchez |  |Dem|   5739|140| 1|   7512|CA   |
|   10759|Cynthia ||McKinney|McKinny |  |Grn|  0|  12619| 6|   7519|AR   |
| 134|Mike||Honda   |Honda   |  |Dem|   5705|   1206| 1|   7608|CA   |
| 203|Dennis  ||Cardoza |Cardoza |  |Dem|   5708| 56| 1|   7614|CA   |
|7623|Gloria  ||La Riva |LaRiva  |  |PSL|  0|   7623|14|   7623|US   |
| 181|Gary||Miller  |Miller  |  |GOP|   5732|126| 2|   7693|CA   |
|   10757|Bob ||Barr|Barr|  |Lib|  0|  11527| 4|   7725|AR   |
|   10730|Deb ||McFarland   |McFrlnd |  |Grn|   5105|  59643| 2|   7732|AR   |
|   10731|Abel||Tomlinson   |Tomlinsn|  |Grn|   6092|  59644| 2|   7733|AR   |
|   10732|Joshua  ||Drake   |Drake   |  |Grn|   5107|  59645| 2|   7734|AR   |
|   10756|Chuck   ||Baldwin |Baldwin |  |CST|  0|  59208| 3|   7740|AR   |
|   10760|Ralph   ||Nader   |Nader   |  |Ind|  0|   3850| 7|   7741|AR   |
|   10758|Gloria  ||La Riva |LaRiva  |  |PSL|  0|   7623| 5|   7742|AR   |
|   10936|||No  |No  |  |No |   7463|  3| 2|   7922|CO   |
|   10938|||No  |No  |  |No |   7465|  3| 2|   7922|CO   |
|   10940|||No  |No  |  |No |   7466|  3| 2|   7922|CO   |
|   10630|John||Salazar |Salazar |  |Dem|   6615|   9344| 1|   7925|CO   |
|   10717|Ed  ||Perlmutter  |Perlmttr|  |Dem|   6954|   9291| 1|   7928|CO   |
| 444|Mary||Bono Mack   |BonoMck |  |GOP|   5735|135| 2|   8018|CA   |
|   10724|Bob ||Schaffer|Schaffer|  |GOP|   7168|   9358| 1|   8018|CO   |
| 365|Darrell ||Issa|Issa|  |GOP|   5741|146| 2|   8046|CA   |
|   10927|J. A.   ||Calhoun |Calhoun |  |Grn|   6614|  51991| 3|   8087|CO   |
| 202|Devin   ||Nunes   |Nunes   |  |GOP|   5711| 67| 2|   8089|CA   |
|   10923|Douglas ||Campbell|Campbll |  |AmC|   7168|   1222| 4|   8103|CO   |
|9639|Mike||Castle  |Castle  |  |GOP|   8074|   1035| 2|   8122|DE   |
|   10908|John||McCain  |McCain  |  |GOP|  0|   1701| 1|   8199|CO   |
|   10907|Barack  ||Obama   |Obama   |  |Dem|  0|   1918| 2|   8209|CO   |
|   10914|Alan||Keyes   |Keyes   |  |AIP|  0|   3635|10|   8213|CO   |
|   10727|George  ||Lilly   |Lilly   |  |GOP|   7191|737| 1|   8220|CO   |
|   10729|Jared   ||Polis   |Polis   |  |Dem|   6614|   9302| 2|   8222|CO   |
|   10731|Scott   ||Starin  |Starin  |  |GOP|   6614|  59056| 1|   8224|CO   |
|   10732|Wayne   ||Wolf|Wolf|  |GOP|   6615|  59060| 2|   8225|CO   |
|   10733|Betsy   ||Markey  |Markey  |  |Dem|   6616|  59348| 1|   8226|CO   |
|   10734|Hal ||Bidlack |Bidlack |  |Dem|   6617|  59349| 1|   8227|CO   |
|   10737|Hank||Eng |Eng |  |Dem|   6618|  59350| 1|   8228|CO   |
|   10742|John||Lerew   |Lerew   |  |GOP|   6954|  59351| 2|   8230|CO   |
|9703|Jack||Markell |Markell |  |Dem|   8080|  10263| 1|   8328|DE   |
|   10916|Gloria  ||La Riva |LaRiva  |  |PSL|  0|   7623|11|   8383|CO   |
|   10909|Jonathan||Allen   |Allen   |  |HQ8|  0|  59659| 6|   8384|CO   |
|   10910|Gene||Amondson|Amondsn |  |Pro|  0|  51331| 7|   8385|CO   |
|   10911|Bob ||Barr|Barr|  |Lib|  0|  11527| 4|   8386|CO   |
|   10912|James   ||Harris  |Harris  |  |SWP|  0|   3486| 8|   8387|CO   |
|   10913|Charles ||Jay |Jay |  |BoT|  0|  51335| 9|   8388|CO   |
|   10917|Bradford||Lyttle  |Lyttle  |  |PCF|  0|  59661|12|   8390|CO   |
|   10918|Frank   ||McEnulty|McEnlty |  |Una|  0|  57761|13|   8391|CO   |
|   10919|Brian   ||Moore   |Moore   |  |SPU|  0|   1243|14|   8392|CO   |
|   10920|Ralph   ||Nader   |Nader   |  |Una|  0|   3850|15|   8393|CO   |
|   10921|Thomas  ||Stevens |Stevens |  |Obj|  0|  59660|16|   8394|CO   |
|   10924|Bob ||Kinsey  |Kinsey  |  |Grn|   7168|  59783| 3|   8395|CO   |
|   10926|Martin  ||Buchanan|Buchann |  |Lib|   7191|  59788| 3|   8396|CO   |
|   10928|Bill||Hammons |Hammns  |  |Uty|   6614|  59790| 4|   8397|CO   |
|   10930|Brian   ||Scott   |Scott   |  |AmC|   6617|  59791| 3|   8398|CO   |
|   10934|Cynthia ||McKinney|McKinny |  |Grn|  0|  12619| 5|   8399|CO   |
|   10972|Chuck   ||Baldwin |Baldwin |  |CST|  0|  59208| 3|   8400|CO   |
|9706|Bill||Lee |Lee |  |GOP|   8080|  50230| 2|   8534|DE   |
|9790|Ralph   ||Nader   |Nader   |  |IPD|  0|   3850| 5|   8594|DE   |
|9726|Joe ||Biden   |Biden   |  |Dem|   8281|   1036| 1|   8609|DE   |
|9778|Christine   ||O'Donnell   |ODonnell|  |GOP|   8281|  57577| 2|   8614|DE   |
|9698|Karen   ||Hartley-Nagle   |HrtlyNa |  |Dem|   8074|  56001| 1|   8617|DE   |
|9785|John||McCain  |McCain  |  |GOP|  0|   1701| 2|   8678|DE   |
|9784|Barack  ||Obama   |Obama   |  |Dem|  0|   1918| 1|   8688|DE   |
|9786|Chuck   ||Baldwin |Baldwin |  |CST|  0|  59208| 3|   8727|DE   |
|9787|Bob ||Barr|Barr|  |Lib|  0|  11527| 6|   8728|DE   |
|9788|Roger   ||Calero  |Calero  |  |SWP|  0|  51183| 7|   8729|DE   |
|9789|Cynthia ||McKinney|McKinny |  |Grn|  0|  12619| 4|   8730|DE   |
|9844|Jeffrey ||Brown   |Brown   |  |BEP|   8080|  59889| 3|   8735|DE   |
|9831|Mark||Parks   |Parks   |  |Lib|   8074|  59890| 3|   8747|DE   |
| 109|John||Campbell|Campbll |  |GOP|   8149|  52471| 2|   8825|CA   |
| 233|Linda   ||Sanchez |Sanchez |  |Dem|   5729|116| 1|   8969|CA   |
| 249|Kevin   ||McCarthy|McCrthy |  |GOP|   5712|  52561| 1|   9107|CA   |
|9946|Ralph   ||Nader   |Nader   |  |Ind|  0|   3850| 2|   9515|DC   |
|9911|Barack  ||Obama   |Obama   |  |Dem|  0|   1918| 1|   9590|DC   |
|9912|John||McCain  |McCain  |  |GOP|  0|   1701| 4|   9598|DC   |
|9949|Cynthia ||McKinney|McKinny |  |Grn|  0|  12619| 3|   9609|DC   |
| 106|Jackie  ||Speier  |Speier  |  |Dem|   5702|  52489| 1|  10027|CA   |
|   17291|John||Larson  |Larson  |  |Dem|   7007|   1139| 2|  10414|CT   |
|   17645|John||Larson  |Larson  |  |WF |   7007|   1139| 4|  10414|CT   |
|   17293|Rosa||DeLauro |DeLauro |  |Dem|   7011|   1141| 2|  10421|CT   |
|   17718|Rosa||DeLauro |DeLauro |  |WF |   7011|   1141| 4|  10421|CT   |
|   17396|David   ||Cappiello   |Cappiello   |  |GOP|   7015|  52155| 1|  10470|CT   |
|   17270|Chris   ||Murphy  |Murphy  |  |Dem|   7015|  52147| 2|  10668|CT   |
|   17602|Chris   ||Murphy  |Murphy  |  |WF |   7015|  52147| 3|  10668|CT   |
| 455|Zane||Starkewolf  |Starkwlf|  |GOP|   6478|  58686| 2|  10719|CA   |
| 187|Carol   ||Wolman  |Wolman  |  |Grn|   6478|  58691| 3|  10720|CA   |
| 401|Jeff||Morris  |Morris  |  |Dem|   5692|  58692| 1|  10722|CA   |
|  51|Bill||Durston |Durston |  |Dem|   5693|  51760| 1|  10724|CA   |
|   3|Douglas Arthur  ||Tuma|Tuma|  |Lib|   5693| 10| 4|  10725|CA   |
| 273|Dina||Padilla |Padilla |  |PFP|   5693|  58693| 3|  10726|CA   |
| 264|Charlie ||Brown   |Brown   |  |Dem|   5694|  58696| 1|  10727|CA   |
|  50|Doris   ||Matsui  |Matsui  |  |Dem|   5695|  51416| 1|  10732|CA   |
|  48|Paul||Smith   |Smith   |  |GOP|   5695|  58703| 2|  10733|CA   |
| 265|L. R.   ||Roberts |Roberts |  |PFP|   5695|  58710| 3|  10734|CA   |
|  30|Mike||Halliwell   |Halliwell   |  |GOP|   5696|  58711| 2|  10735|CA   |
|  22|Joel||Smolen  |Smolen  |  |Lib|   5696|   8486| 3|  10736|CA   |
| 145|Roger Allen ||Petersen|Petersen|  |GOP|   5697|  58712| 2|  10738|CA   |
|  76|Camden  ||McConnell   |McCnnll |  |Lib|   5697|  51768| 4|  10739|CA   |
| 294|Bill||Callison|Callison|  |PFP|   5697|  58713| 3|  10740|CA   |
| 287|Dana||Walsh   |Walsh   |  |GOP|   5698|  58718| 2|  10742|CA   |
| 266|Philip  ||Berg|Berg|  |Lib|   5698|  51771| 4|  10743|CA   |
| 438|Charles ||Hargrave|Hargrav |  |GOP|   5699| 22| 2|  10744|CA   |
| 419|James   ||Eyer|Eyer|  |Lib|   5699| 30| 3|  10745|CA   |
|  73|Nicholas||Gerber  |Gerber  |  |GOP|   5700|  58719| 2|  10746|CA   |
|  91|Eugene  ||Ruyle   |Ruyle   |  |PFP|   5700|  58720| 3|  10747|CA   |
| 185|Jerry   ||McNerney|McNerny |  |Dem|   5701|  50403| 1|  10748|CA   |
|  31|Dean||Andal   |Andal   |  |GOP|   5701|   6390| 2|  10749|CA   |
| 148|Greg||Conlon  |Conlon  |  |GOP|   5702|   6796| 2|  10753|CA   |
| 278|Barry   ||Hermanson   |Hermnsn |  |Grn|   5702|   7350| 3|  10755|CA   |
| 251|Kevin Dempsey   ||Peterson|Peterson|  |Lib|   5702|  58721| 5|  10756|CA   |
| 157|Nathalie||Hrizi   |Hrizi   |  |PFP|   5702|  58727| 4|  10757|CA   |
| 495|Raymond ||Chui|Chui|  |GOP|   5703|  58729| 2|  10758|CA   |
| 248|Ronny   ||Santana |Santana |  |GOP|   5704|  58734| 2|  10759|CA   |
| 230|Carol   ||Brouillet   |Brouillet   |  |Grn|   5704|  51775| 3|  10760|CA   |
| 242|Brian   ||Holtz   |Holtz   |  |Lib|   5704|   7387| 4|  10761|CA   |
| 391|Joyce   ||Stoer Cordi |StoerCrd|  |GOP|   5705|  58735| 2|  10762|CA   |
| 205|Peter   ||Myers   |Myers   |  |Grn|   5705|  58747| 3|  10763|CA   |
| 430|Charel  ||Winston |Winston |  |GOP|   5706|  51776| 2|  10764|CA   |
| 186|Steven  ||Wells   |Wells   |  |Lib|   5706|  58748| 3|  10765|CA   |
| 432|Jeff||Taylor  |Taylor  |  |GOP|   5707|  58749| 2|  10766|CA   |
| 461|Jim ||Lopez   |Lopez   |  |GOP|   5710|  58751| 2|  10767|CA   |
| 200|Larry   ||Johnson |Johnson |  |Dem|   5711|  58752| 1|  10768|CA   |
| 423|Matt||Kokkonen|Kokkonn |  |GOP|   5713|  50837| 2|  10769|CA   |
| 137|Marta Ann   ||Jorgensen   |Jorgensn|  |Dem|   5714|  58755| 1|  10770|CA   |
| 136|Jackie  ||Conaway |Conaway |  |Dem|   5715|  58756| 1|  10774|CA   |
| 426|Russ||Warner  |Warner  |  |Dem|   5716|  58757| 1|  10776|CA   |
| 119|Ted ||Brown   |Brown   |  |Lib|   5716| 91| 3|  10778|CA   |
|  62|Navraj  ||Singh   |Singh   |  |GOP|   5717|  58758| 2|  10779|CA   |
| 232|Tim ||Denton  |Denton  |  |Lib|   5717|  58760| 3|  10780|CA   |
| 182|Charles ||Hahn|Hahn|  |GOP|   5719|  58764| 2|  10781|CA   |
| 168|Alan||Pyeatt  |Pyeatt  |  |Lib|   5719|  58765| 3|  10782|CA   |
| 256|David   ||Crowley |Crowley |  |GOP|   5723|  58766| 2|  10785|CA   |
| 124|Christopher ||Balding |Balding |  |GOP|   5724|  58769| 2|  10786|CA   |
| 396|Ted ||Hayes   |Hayes   |  |GOP|   5725|  58770| 2|  10788|CA   |
| 244|Herb||Peters  |Peters  |  |Lib|   5725|112| 3|  10789|CA   |
| 348|Brian   ||Gibson  |Gibson  |  |GOP|   5726|  51824| 2|  10790|CA   |
|  70|Laura   ||Richardson  |Richrdsn|  |Dem|   5727|   8265| 1|  10793|CA   |
| 214|Christopher ||Agrella |Agrella |  |Lib|   5728|  58771| 2|  10794|CA   |
| 406|Diane   ||Lenning |Lenning |  |GOP|   5729|  59673| 2|  10795|CA   |
| 332|Christina   ||Avalos  |Avalos  |  |Dem|   5730|119| 1|  10796|CA   |
| 502|Tim ||Prince  |Prince  |  |Dem|   5731|  58774| 1|  10800|CA   |
|   8|Ed  ||Chau|Chau|  |Dem|   5732|  58777| 1|  10804|CA   |
|   17178|||Yes |Yes |  |Yes|  11310|  2| 2|  10808|FL   |
| 218|John||Roberts |Roberts |  |GOP|   5733|  58778| 2|  10809|CA   |
|   17179|||No  |No  |  |No |  11310|  3| 1|  10809|FL   |
|  89|Bill||Hedrick |Hedrick |  |Dem|   5734|  58779| 1|  10810|CA   |
|  24|Julie   ||Bornstein   |Bornsten|  |Dem|   5735|   6579| 1|  10811|CA   |
| 263|Debbie  ||Cook|Cook|  |Dem|   5736|  58783| 1|  10815|CA   |
|  25|Thomas  ||Lash|Lash|  |Grn|   5736|   7647| 4|  10818|CA   |
| 231|Ernst   ||Gasteiger   |Gasteigr|  |Lib|   5736|  58784| 3|  10819|CA   |
| 434|Rosie   ||Avila   |Avila   |  |GOP|   5739|  58785| 2|  10820|CA   |
|   6|Robert  ||Lauten  |Lauten  |  |AIP|   5739|  58791| 3|  10821|CA   |
| 286|Steve   ||Young   |Young   |  |Dem|   8149|  51833| 1|  10822|CA   |
|  14|Don ||Patterson   |Pattersn|  |Lib|   8149|  58800| 3|  10823|CA   |
| 290|Robert  ||Hamilton|Hamilton|  |Dem|   5741|  58802| 1|  10824|CA   |
| 514|Lars||Grossmith   |Grssmth |  |Lib|   5741|   7247| 3|  10825|CA   |
| 548|Nick||Leibham |Leibham |  |Dem|   5742|  58803| 1|  10827|CA   |
| 449|Brian   ||Bilbray |Bilbray |  |GOP|   5742|   6540| 2|  10828|CA   |
| 549|Wayne   ||Dunlap  |Dunlap  |  |Lib|   5742|  58808| 3|  10829|CA   |
| 546|David Lee   ||Joy |Joy |  |GOP|   5743|  58810| 2|  10832|CA   |
| 547|Dan ||Litwin  |Litwin  |  |Lib|   5743|  51835| 3|  10833|CA   |
| 529|Mike||Lumpkin |Lumpkin |  |Dem|   7296|  58811| 1|  10835|CA   |
